Jogador;Equipa;Equipa dentro de um período de tempo seleccionado;Posição;Idade;Valor de mercado;Contrato termina;Partidas jogadas;Minutos jogados:;Golos;Golos esperados;Assistências;Assistências esperadas;Duelos/90;Duelos ganhos, %;Naturalidade;País de nacionalidade;Pé;Altura;Peso;Emprestado;Ações defensivas com êxito/90;Duelos defensivos/90;Duelos defensivos ganhos, %;Duelos aérios/90;Duelos aéreos ganhos, %;Cortes/90;Cortes de carrinho ajust. à posse;Remates intercetados/90;Interseções/90;Interceções ajust. à posse;Faltas/90;Cartões amarelos;Cartões amarelos/90;Cartões vermelhos;Cartões vermelhos/90;Acções atacantes com sucesso/90;Golos/90;Golos sem ser por penálti;Golos sem ser por penálti/90;Golos esperados/90;Golos de cabeça;Golos de cabeça/90;Remate;Remates/90;Remates à baliza, %;Golos marcados, %;Assistências/90;Cruzamentos/90;Cruzamentos certos, %;Cruzamentos do flanco esquerdo/90;Cruzamentos precisos do flanco esquerdo, %;Cruzamentos do flanco direito/90;Cruzamentos precisos do flanco direito, %;Cruzamentos para a área de baliza/90;Dribles/90;Dribles com sucesso, %;Duelos ofensivos/90;Duelos ofensivos ganhos, %;Toques na área/90;Corridas progressivas/90;Acelerações/90;Passes recebidos/90;Passes longos recebidos/90;Faltas sofridas/90;Passes/90;Passes certos, %;Passes para a frente/90;Passes para a frente certos, %;Passes para trás/90;Passes para trás certos, %;Passes laterais/90;Passes laterais certos, %;Passes curtos / médios /90;Passes curtos / médios precisos, %;Passes longos/90;Passes longos certos, %;Comprimento médio de passes, m;Comprimento médio de passes longos, m;Assistências esperadas/90;Assistências para remate/90;Segundas assistências/90;Terceiras assistências/90;Passes inteligentes/90;Passes inteligentes certos, %;Passes chave/90;Passes para terço final/90;Passes certos para terço final, %;Passes para a área de penálti/90;Passes precisos para a área de penálti, %;Passes em profundidade/90;Passes em profundidade certos, %;Receção de passes em profundidade/90;Cruzamentos em profundidade recebidos/90;Passes progressivos/90;Passes progressivos certos, %;Golos sofridos;Golos sofridos/90;Remates sofridos;Remates sofridos/90;Jogos sem sofrer golos;Defesas, %;Golos sofridos esperados ;Golos sofridos esperados/90;Golos expectáveis defendidos;Golos expectáveis defendidos por 90´;Passes para trás recebidos pelo guarda-redes/90;Saídas/90;Duelos aérios/90;Livres/90;Livres directos/90;Pontapés livres directos à baliza, %;Cantos/90;Penaltis marcados;Conversão de penaltis, %
N. Miracco;Nueva Chicago;Arsenal;LWF, CF;31;100000;2022-12-31;2;124;0;0,56;0;0,09;30,48;45,24;Argentina;Argentina;direito;182;79;sim;5,08;4,35;66,67;9,44;38,46;0,73;1,03;0;1,45;2,07;0,73;0;0;0;0;2,18;0;0;0;0,41;0;0;2;1,45;50;0;0;0;0;0;0;0;0;0;2,18;66,67;7,98;45,45;3,63;1,45;0;14,52;6,53;1,45;18,87;76,92;4,35;16,67;2,9;100;6,53;88,89;16,69;78,26;2,18;66,67;15,22;29,18;0,06;1,45;0;0;0,73;0;0;3,63;40;0,73;0;0;0;1,45;0;1,45;50;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
J. López;Palmeiras;Lanús;CF;21;8000000;2027-06-30;2;124;1;1,2;0;0,18;29,03;45;Argentina;Argentina;esquerdo;188;74;sim;9,44;8,71;66,67;5,81;37,5;1,45;1,88;0;2,18;2,81;2,18;0;0;0;0;4,35;0,73;1;0,73;0,87;0;0;8;5,81;37,5;12,5;0;0,73;0;0;0;0,73;0;0;3,63;60;6,53;33,33;4,35;2,18;0;12,34;1,45;0;15,24;76,19;3,63;80;2,9;75;4,35;50;13,79;78,95;0,73;100;14,29;24,53;0,13;0,73;0;0;0;0;0,73;1,45;100;0,73;0;0;0;0,73;0;2,18;66,67;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
R. Cabral;Huracán;Huracán;RW;22;650000;2023-06-30;2;124;0;0,14;0;0;31,21;34,88;Argentina;Argentina;direito;170;69;sim;8,71;7,98;45,45;5,08;14,29;2,9;3,08;0;2,18;2,31;2,18;0;0;0;0;3,63;0;0;0;0,1;0;0;3;2,18;0;0;0;4,35;16,67;0;0;4,35;16,67;0,73;4,35;50;10,89;46,67;1,45;2,9;1,45;10,16;1,45;2,9;18,87;53,85;6,53;44,44;4,35;83,33;5,08;14,29;13,06;72,22;2,18;0;19,86;45,6;0;0;0;0;0,73;100;0;2,18;33,33;2,9;25;0,73;100;0,73;0,73;5,08;42,86;0;;0;;0;0;0;0;;;0;;;0,73;0;0;1,45;0;0
J. Gómez;Racing Club;Lanús;RB, RW;29;325000;2023-12-31;4;124;0;0,25;0;0,04;21,05;51,72;Argentina;Argentina;direito;175;63;sim;10,89;6,53;66,67;2,9;50;0;0;0;6,53;11,25;0,73;0;0;0;0;4,35;0;0;0;0,18;0;0;1;0,73;0;0;0;1,45;100;0;0;1,45;100;0;3,63;80;8,71;50;1,45;5,81;2,9;45,73;4,35;2,9;61,69;84,71;13,79;73,68;10,89;100;29,76;85,37;55,89;87,01;4,35;50;17,27;15,25;0,03;2,18;0;0;0;0;0,73;10,16;78,57;2,18;66,67;0,73;0;0;1,45;12,34;70,59;0;;0;;0;0;0;0;;;2,18;;;0;0;0;0;0;0
F. Ramírez;San Martín San Juan;Huracán;LCMF, LW, RW;22;150000;2023-12-31;4;125;0;0,52;0;0,23;27,36;44,74;Argentina;Argentina;direito;175;72;sim;10,8;9,36;61,54;4,32;33,33;2,88;4;0;2,16;3;2,88;1;0,72;0;0;0,72;0;0;0;0,37;0;0;2;1,44;50;0;0;1,44;0;0;0;1,44;0;0,72;2,88;0;7,92;18,18;2,88;0,72;0,72;10,8;1,44;2,16;24,48;73,53;5,04;71,43;4,32;100;6,48;66,67;21,6;80;1,44;50;15,22;18,15;0,16;1,44;0;0;0;0;0;2,16;66,67;1,44;0;0;0;0,72;0;1,44;100;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
F. Cabral;Douglas Haig;Talleres Córdoba;CF;21;0;;4;126;0;0,27;0;0;32,14;28,89;Argentina;Argentina;direito;187;82;sim;8,57;3,57;60;10,71;33,33;0,71;1,03;0;5,71;8,28;1,43;0;0;0;0;0,71;0;0;0;0,19;0;0;1;0,71;100;0;0;0;0;0;0;0;0;0;1,43;0;8,57;25;2,14;0,71;0;7,86;2,86;2,14;12,86;83,33;3,57;60;1,43;100;3,57;80;12,86;83,33;0;0;14,5;0;0;0;0;0;0;0;0;1,43;0;0;0;0;0;0;0;1,43;50;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
J. Palacios;Banfield;San Lorenzo;RW, RCMF, RAMF;23;500000;2023-12-31;4;127;0;0;0;0;29,76;42,86;Argentina;Argentina;direito;172;65;sim;7,09;5,67;37,5;4,96;71,43;0,71;1,58;0;4,25;9,47;2,13;0;0;0;0;0,71;0;0;0;0;0;0;0;0;0;0;0;2,83;0;0;0;2,83;0;1,42;3,54;20;9,92;28,57;0,71;1,42;0,71;13,46;2,83;0,71;21,97;64,52;6,38;44,44;8,5;83,33;3,54;60;17,72;76;1,42;50;21,9;16,96;0;0;0;0;0;0;0;1,42;100;1,42;0;0;0;0;0;3,54;60;0;;0;;0;0;0;0;;;0,71;;;0;0;0;0;0;0
F. Perinciolo;Atlanta;Aldosivi;LCMF, LAMF, LWF;25;75000;2023-12-31;5;130;0;0;0;0,3;31,15;51,11;Argentina;Argentina;esquerdo;176;72;sim;13,85;9,69;71,43;2,08;0;1,38;1,82;0;5,54;7,27;2,08;2;1,38;0;0;3,46;0;0;0;0;0;0;0;0;0;0;0;4,85;14,29;4,85;14,29;0;0;0;4,15;66,67;9,69;35,71;0,69;2,77;2,08;20,77;2,77;0,69;31,85;60,87;12,46;72,22;2,77;75;12,46;55,56;22,85;72,73;4,85;57,14;30,61;32,05;0,21;2,77;0;0;0,69;0;0;11,08;56,25;2,77;50;0,69;0;0,69;0,69;9,69;85,71;0;;0;;0;0;0;0;;;0,69;;;0;0;0;3,46;0;0
J. Moreira;12 de Octubre;River Plate;RB;32;100000;2022-12-31;2;133;0;0;0;0;16,24;54,17;Paraguay;Paraguay;direito;174;75;sim;9,47;6,77;50;2,03;66,67;1,35;1,71;0;4,74;6;0,68;0;0;0;0;2,03;0;0;0;0;0;0;0;0;0;0;0;5,41;25;0;0;5,41;25;1,35;0,68;100;4,74;57,14;0;2,03;1,35;35,19;2,71;1,35;50,08;67,57;25,04;75,68;4,74;71,43;15,56;69,57;33,83;78;11,5;58,82;24,68;39,98;0;0;0;0;0;0;0;14,21;57,14;3,38;40;0;0;0;1,35;17,59;80,77;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
W. Cartagena;Orlando City;Godoy Cruz;RCMF, DMF, LCMF;28;2000000;2023-06-30;2;136;0;0,02;0;0,01;33,75;37,25;Peru;Peru;direito;179;72;sim;10,59;16,54;44;3,31;60;1,32;1,94;0;1,99;2,9;4,63;1;0,66;0;0;0,66;0;0;0;0,02;0;0;1;0,66;0;0;0;0;0;0;0;0;0;0;2,65;25;8,6;23,08;0;0;0;22,5;0;2,65;35,74;85,19;8,6;69,23;5,96;77,78;17,87;92,59;33,75;84,31;1,99;100;18,63;23,17;0,01;0,66;0;0;0,66;0;0;3,31;80;0;0;0,66;0;0;0;3,31;100;0;;0;;0;0;0;0;;;0,66;;;0,66;0;0;1,99;0;0
N. Yeri;Ciudad de Bolívar;Aldosivi;RCB, LCB;30;75000;2022-12-31;4;137;0;0;0;0;24,96;50;Argentina;Argentina;direito;175;76;sim;15,11;15,11;56,52;4,6;14,29;3,94;6,67;0,66;2,63;4,44;3,94;2;1,31;0;0;0,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,66;100;0,66;100;0;0,66;0;11,82;0,66;0;21,02;84,38;9,2;71,43;2,63;100;6,57;100;17,74;88,89;3,28;60;21,39;27,06;0;0;0;0;0;0;0;5,91;77,78;0,66;100;0,66;0;0,66;0;4,6;71,43;0;;0;;0;0;0;0;;;1,31;;;0;0;0;0;0;0
A. Bonansea;Deportivo Santamarina;Rosario Central;CF;26;125000;2023-12-31;3;138;0;0,63;0;0,01;37,17;40,35;Argentina;Argentina;direito;191;89;sim;9,78;5,87;55,56;12,39;42,11;1,3;1,76;0,65;5,22;7,06;1,3;0;0;0;0;1,3;0;0;0;0,41;0;0;1;0,65;0;0;0;0;0;0;0;0;0;0;4,57;28,57;12,39;31,58;2,61;1,3;0;9,13;0;3,26;14,35;72,73;3,26;80;5,22;87,5;3,26;60;13,7;71,43;0,65;100;13,16;6,89;0,01;0,65;0;0;0,65;0;0;1,3;100;0;0;0,65;0;0,65;0;1,96;66,67;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
B. Palazzo;Ferro Carril Oeste LP;Gimnasia La Plata;RCB;21;25000;2023-12-31;2;143;1;0,3;0;0,03;13,22;71,43;Argentina;Argentina;direito;184;76;sim;15,73;8,18;84,62;2,52;75;0,63;0,77;0;8,18;10;0;1;0,63;0;0;0,63;0,63;1;0,63;0,19;1;0,63;1;0,63;100;100;0;0,63;0;0,63;0;0;0;0;0,63;0;1,26;50;1,26;1,26;1,26;11,33;1,26;0;23,29;78,38;10,7;70,59;5,66;77,78;5,66;88,89;20,14;90,63;2,52;0;18,78;14,85;0,02;0,63;0;0;0;0;0;3,15;80;0,63;0;0;0;0,63;0;2,52;100;0;;0;;0;0;0;0;;;4,41;;;0;0;0;0;0;0
G. Florentín;Orenburg;Argentinos Juniors;AMF, LDMF, RCMF;23;2000000;2025-06-30;6;144;0;0,28;0;0;26,88;51,16;Argentina;Argentina;direito;173;70;sim;12,5;9,38;53,33;3,13;40;1,88;2,9;0;5,63;8,71;3,13;0;0;0;0;3,75;0;0;0;0,17;0;0;3;1,88;33,33;0;0;1,88;33,33;1,88;33,33;0;0;0;4,38;57,14;8,75;57,14;1,25;1,88;1,25;17,5;0;0;33,75;70,37;15;66,67;3,75;100;9,38;60;25;80;6,88;45,45;22,28;29,51;0;0;0;0;0;0;0;6,25;70;1,88;66,67;0;0;0,63;0,63;8,13;92,31;0;;0;;0;0;0;0;;;0;;;2,5;1,25;0;1,88;0;0
F. Monzón;Almirante Brown;Vélez Sarsfield;CF, AMF;21;225000;2022-12-31;3;145;1;0,48;0;0,01;31,03;40;Argentina;Argentina;direito;182;79;sim;6,21;7,45;50;6,21;40;0;0;0;2,48;4,62;2,48;0;0;0;0;2,48;0,62;1;0,62;0,3;0;0;3;1,86;33,33;33,333;0;1,24;50;1,24;50;0;0;0;3,72;33,33;11,79;47,37;4,34;0,62;0,62;15,52;1,24;2,48;21,1;76,47;0;0;6,83;90,91;7,45;66,67;17,38;82,14;2,48;50;17,22;10,9;0,01;0,62;0;0;1,86;0;0;0,62;100;1,24;50;1,86;0;0;0,62;1,24;50;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
A. Aguerre;Talleres Córdoba;Newell's Old Boys;GK;32;350000;2024-12-31;2;147;0;0;0;0;2,45;75;Argentina;Argentina;direito;181;76;sim;1,22;1,22;50;0,61;100;0,61;0,94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,02;0;0,61;14,69;87,5;4,9;62,5;0;0;9,8;100;11,63;100;3,06;40;28,37;48,41;0;0;0;0;0;0;0;0,61;0;0;0;0;0;0;0;1,22;50;4;2,45;8;4,9;0;50;2,57;1,57;-1,43;-0,876;0;1,22;0,61;;;;0;0;0
M. Llano;Miedź Legnica II;Newell's Old Boys;RB;23;200000;2023-06-30;2;148;0;0,02;0;0,48;23,11;31,58;Argentina;Argentina, Spain;direito;184;74;sim;9,73;11,55;15,79;1,22;0;1,82;2,57;0,61;6,08;8,57;2,43;0;0;0;0;7,3;0;0;0;0,01;0;0;1;0,61;0;0;0;6,69;81,82;0;0;6,69;81,82;0;2,43;75;4,26;42,86;0,61;1,22;0,61;40,74;5,47;0;50,47;89,16;17,64;79,31;3,65;100;23,72;92,31;41,96;92,75;2,43;50;19,42;23,62;0,29;3,04;0;0;0;0;3,04;5,47;88,89;7,91;84,62;0;0;1,22;5,47;13,99;91,3;0;;0;;0;0;0;0;;;0;;;0,61;0;0;0;0;0
F. Marín;Atlanta;Huracán;LCMF, DMF;24;150000;2023-12-31;5;148;0;0;0;0;30,41;56;Argentina;Argentina;direito;177;71;sim;15,2;16,42;74,07;4,86;25;0,61;0,75;0;2,43;3;1,82;1;0,61;0;0;1,22;0;0;0;0;0;0;0;0;0;0;0;0,61;100;0,61;100;0;0;0;0,61;100;6,69;27,27;1,22;0;0;9,12;0;1,82;24,93;58,54;12,77;52,38;0;0;4,86;62,5;20,68;64,71;3,65;16,67;17,44;17,37;0;0;0;0;0;0;0;6,08;30;0,61;0;1,22;0;0;0,61;4,86;50;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
V. Burgoa;Godoy Cruz;Godoy Cruz;AMF, CF, LW;22;550000;2023-06-30;4;148;0;0,35;0;0,09;38,31;39,68;Argentina;Argentina;esquerdo;172;65;sim;6,69;6,69;72,73;4,26;42,86;0,61;0,86;0;1,22;1,71;0,61;0;0;0;0;6,69;0;0;0;0,21;0;0;4;2,43;50;0;0;2,43;25;1,82;33,33;0,61;0;1,82;7,91;53,85;19,46;31,25;0,61;1,82;0;26,76;0,61;3,04;37,7;83,87;12,16;75;6,08;100;11,55;73,68;32,23;88,68;3,04;80;16,76;20,7;0,05;0,61;0,61;0;1,22;50;0,61;9,73;81,25;4,26;14,29;1,82;33,33;0;0;4,26;100;0;;0;;0;0;0;0;;;0;;;0;0;0;1,82;0;0
G. Gil Romero;Atlético Tucumán;Aldosivi;LDMF, LCB, DMF;29;250000;2022-12-31;3;150;0;0;0;0;26,4;40,91;Argentina;Argentina;direito;177;79;sim;12;13,8;60,87;7,2;0;1,2;1,71;0,6;2,4;3,43;3,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0;0;0;0,6;24;0,6;0;36,6;85,25;9,6;75;7,2;83,33;16,8;92,86;32,4;88,89;4,2;57,14;19,71;41,99;0;0;0;0;0;0;0;3,6;66,67;0;0;0;0;0;0;4,8;50;0;;0;;0;0;0;0;;;0,6;;;0;0;0;0;0;0
J. Comas;Club Atlético Güemes;Unión Santa Fe;RCMF, LCMF, AMF;24;125000;2023-12-31;6;150;0;0,61;0;0;27;44,44;Argentina;Argentina;direito;174;70;sim;10,2;10,2;58,82;1,2;100;1,2;2,07;0;3;5,17;0;0;0;0;0;3;0;0;0;0,37;0;0;3;1,8;0;0;0;1,2;50;0;0;1,2;50;0;4,2;28,57;10,8;27,78;0,6;0,6;0,6;30;0,6;1,8;45,6;75;12;60;4,8;87,5;22,2;81,08;38,4;81,25;6,6;36,36;20,53;13,6;0;0;0,6;0;1,2;100;0;7,2;66,67;3,6;33,33;1,8;33,33;1,2;0,6;7,2;91,67;0;;0;;0;0;0;0;;;0,6;;;0;0;0;0,6;0;0
J. Fernández;Nueva Chicago;Central Córdoba SdE;LW;34;150000;2022-12-31;4;152;0;0;0;0,56;23,09;28,21;Argentina;Argentina;esquerdo;169;67;sim;6,51;8,88;33,33;0,59;100;1,18;1,67;0;2,37;3,33;2,37;0;0;0;0;1,78;0;0;0;0;0;0;0;0;0;0;0;4,74;25;4,14;28,57;0,59;0;2,96;4,14;14,29;7,11;33,33;1,18;0,59;1,78;14,8;0,59;1,18;25,46;69,77;7,11;75;5,33;100;9,47;56,25;18,36;83,87;2,37;50;17,31;12,77;0,33;1,78;0;0;0;0;0,59;3,55;66,67;4,74;25;0;0;0;1,18;5,33;77,78;0;;0;;0;0;0;0;;;0;;;1,18;0;0;2,96;0;0
O. Ndong;Albion;Lanús;LCB, RCB;23;0;;2;153;0;0;0;0;14,71;48;Senegal;Senegal;direito;192;85;sim;9,41;4,71;87,5;4,12;28,57;0;0;1,76;5,29;7,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,59;0;3,53;33,33;0;0;0;48,82;0;0;62,35;93,4;20,59;91,43;2,94;100;33,53;96,49;59,41;96,04;2,94;40;21,21;37,43;0;0;0;0;0;0;0;2,35;75;0;0;0,59;0;0;0;8,24;78,57;0;;0;;0;0;0;0;;;2,35;;;0;0;0;0;0;0
M. Palacios;Al Ain;San Lorenzo;AMF, RDMF, LCMF;20;2000000;2026-06-30;4;156;0;0;0;0,02;15;34,62;Argentina;Argentina, Italy;direito;171;72;sim;3,46;4,04;42,86;3,46;0;0;0;0;1,73;3,75;2,31;0;0;0;0;0,58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,15;0;5,19;33,33;0,58;0;0;40,96;0,58;1,73;49,04;89,41;12,69;68,18;4,04;85,71;28,27;100;45,58;92,41;3,46;50;16,59;23,63;0,01;1,15;0;0;0,58;100;0;8,08;57,14;0,58;100;0,58;0;0,58;0;4,04;85,71;0;;0;;0;0;0;0;;;0;;;1,15;0;0;0,58;0;0
L. Gómez;Argentinos Juniors;Banfield;RB, RW, RWF;26;350000;2025-12-31;4;157;0;0;0;0,24;28,09;42,86;Argentina;Argentina;direito;164;66;sim;11,46;14,9;50;0;0;1,15;1,3;0;2,87;3,26;2,29;1;0,57;0;0;2,87;0;0;0;0;0;0;1;0,57;0;0;0;3,44;16,67;0;0;3,44;16,67;0;5,73;40;9,75;29,41;0,57;0,57;1,15;12,61;0,57;1,72;26,94;63,83;12,61;59,09;1,72;100;8,6;80;17,77;80,65;5,73;40;18,54;32,27;0,14;0,57;0;0;0,57;0;0,57;2,87;100;2,87;20;0,57;0;0;1,15;5,73;60;0;;0;;0;0;0;0;;;0;;;0;0;0;0,57;0;0
R. Comas;Patronato Res.;Patronato;RB, RWF;23;0;2023-06-30;2;158;0;0;0;0,07;14,81;38,46;Argentina;Argentina;direito;177;67;sim;9,11;5,7;60;0;0;1,14;1,33;0;4,56;5,33;0;0;0;0;0;1,71;0;0;0;0;0;0;0;0;0;0;0;2,28;25;0;0;2,28;25;0,57;4,56;25;5,7;20;0,57;2,85;1,14;10,25;2,28;0;18,8;63,64;8,54;60;1,71;66,67;4,56;75;15,38;66,67;1,14;100;16,18;20,63;0,04;0,57;0;0;0,57;0;0,57;2,28;100;3,42;50;0,57;0;1,14;0,57;6,27;72,73;0;;0;;0;0;0;0;;;0;;;0,57;0;0;0;0;0
N. Reniero;Argentinos Juniors;Racing Club;CF;27;2200000;2023-06-30;2;159;0;0,24;0;0;33,96;40;Argentina;Argentina;direito;183;77;sim;2,26;3,96;14,29;6,79;50;0;0;0;1,7;1,88;2,26;0;0;0;0;3,96;0;0;0;0,14;0;0;3;1,7;33,33;0;0;1,13;50;0,57;0;0,57;100;0;5,09;44,44;14,15;40;2,26;1,7;0;9,06;1,7;2,83;21,51;71,05;3,4;33,33;2,83;80;6,23;100;19,25;73,53;1,13;50;15,84;15,45;0;0,57;0;0;1,7;33,33;0;2,26;50;2,26;75;1,7;33,33;0;0,57;2,26;50;0;;0;;0;0;0;0;;;0,57;;;0;0;0;0;0;0
L. Besozzi;Central Córdoba SdE;Lanús;LWF, LW;19;0;;4;160;0;0,11;0;0,94;28,69;47,06;Argentina;Argentina;direito;176;74;sim;5,63;6,19;63,64;3,94;0;0;0;0,56;1,69;1,88;1,13;0;0;0;0;9,56;0;0;0;0,06;0;0;3;1,69;66,67;0;0;2,25;75;1,13;50;1,13;100;1,13;10,13;66,67;14,63;57,69;1,69;5,06;3,94;7,87;0;2,81;12,94;82,61;3,38;83,33;2,81;60;4,5;87,5;10,13;83,33;1,13;50;15,78;22,36;0,53;2,25;0;0;0;0;1,69;0,56;0;2,25;100;0;0;1,13;1,69;1,69;66,67;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
J. Barinaga;Patronato;Patronato;RCMF, LCMF;22;25000;2024-12-31;5;161;0;0;0;0,32;24,6;47,73;Argentina;Argentina;direito;166;61;sim;3,91;6,71;41,67;0,56;100;0;0;0;1,12;1,25;1,68;0;0;0;0;3,91;0;0;0;0;0;0;0;0;0;0;0;1,68;66,67;1,12;100;0,56;0;0;2,8;100;12,86;52,17;0,56;1,12;0;15,09;0;2,8;25,16;82,22;6,15;90,91;3,35;83,33;12,3;86,36;20,68;83,78;2,8;80;23,23;28,63;0,18;1,68;0;0;0;0;0;6,15;90,91;1,68;66,67;0;0;0;1,12;8,39;73,33;0;;0;;0;0;0;0;;;0;;;3,35;0;0;1,68;0;0
B. Urribarri;;Patronato;LB;35;0;;4;161;0;0;0;0,03;21,8;58,97;Argentina;Argentina, Italy;esquerdo;176;65;sim;17,89;13,42;75;2,8;40;1,12;1,88;0;6,71;11,25;2,24;1;0,56;0;0;1,68;0;0;0;0;0;0;0;0;0;0;0;2,24;50;2,24;50;0;0;0;1,68;33,33;3,35;33,33;0;0;0,56;20,12;2,24;0;30,75;72,73;13,42;66,67;2,8;80;9,5;82,35;22,36;80;7,27;53,85;22,54;42,91;0,02;0,56;0;0;0;0;0;6,71;66,67;1,68;33,33;0,56;0;0;0,56;11,18;70;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
F. Girotti;Talleres Córdoba;River Plate;CF;23;2600000;2025-12-31;6;163;2;0,91;0;0;28,16;31,37;Argentina;Argentina;direito;189;82;sim;3,87;2,21;100;9,39;52,94;0;0;0;1,66;2,9;1,1;0;0;0;0;2,76;1,1;2;1,1;0,51;2;1,1;8;4,42;62,5;25;0;0;0;0;0;0;0;0;0,55;0;11,6;9,52;2,76;0,55;0;7,73;1,66;1,1;8,83;81,25;1,1;50;2,76;100;1,66;66,67;8,28;80;0,55;100;17,97;6,91;0;0;0;0;0;0;0;0,55;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
P. Hernández;O'Higgins;Independiente;LDMF, LCMF;35;200000;2023-06-30;2;163;0;0,16;0;0;33,68;54,1;Argentina;Argentina, Chile;esquerdo;186;84;sim;11,04;8,28;53,33;8,28;66,67;0;0;0;6,63;11,25;1,1;0;0;0;0;2,76;0;0;0;0,09;0;0;1;0,55;100;0;0;0;0;0;0;0;0;0;2,21;75;9,39;29,41;1,1;0,55;0;38,65;0,55;2,21;60,74;84,55;19,88;66,67;8,28;100;25,95;95,74;56,32;88,24;4,42;37,5;18,38;38,1;0;0;0;0;1,66;33,33;0;9,39;64,71;0,55;100;1,1;50;1,1;0;7,18;76,92;0;;0;;0;0;0;0;;;0,55;;;0;0;0;0;0;0
F. Mac Allister;Rosario Central;Talleres Córdoba;LDMF, LCMF, RCMF;26;600000;2024-12-31;6;164;0;0,04;0;0,05;21,95;60;Argentina;Argentina;direito;176;71;sim;12,62;12,62;56,52;0,55;0;0;0;0;5,49;8,33;3,29;1;0,55;0;0;2,74;0;0;0;0,02;0;0;3;1,65;0;0;0;0;0;0;0;0;0;0;2,2;75;3,84;57,14;0;1,1;0;37,87;0,55;0,55;54,88;91;18,11;78,79;6,04;100;22,5;97,56;49,94;94,51;4,94;55,56;14,46;22,22;0,03;0,55;0;0;2,2;50;0;9,33;88,24;1,65;0;1,1;0;0;0;7,68;85,71;0;;0;;0;0;0;0;;;1,1;;;0,55;0,55;0;0;0;0
G. Compagnucci;Belgrano;Patronato;RW, RWF;31;350000;2022-12-31;4;165;0;0,39;0;0,15;16,91;32,26;Argentina;Argentina;direito;178;74;sim;5,45;3,82;42,86;3,27;0;0;0;0;3,82;4,67;2,18;0;0;0;0;3,82;0;0;0;0,21;0;0;2;1,09;50;0;0;3,82;57,14;0;0;3,82;57,14;0;3,27;33,33;6,55;41,67;1,09;1,09;1,64;20,18;3,27;1,64;28,91;67,92;5,45;40;10,36;73,68;8,73;81,25;24,55;71,11;0,55;0;21,7;10,18;0,08;1,64;0;0;0;0;1,09;1,09;50;3,27;66,67;0;0;0;2,18;5,45;60;0;;0;;0;0;0;0;;;0;;;1,64;0;0;2,18;0;0
F. Cáseres;Istra 1961;Vélez Sarsfield;AMF;21;300000;2023-12-31;3;166;0;0,51;0;0,12;27,11;44;Argentina;Argentina;direito;178;73;sim;9,22;9,22;64,71;1,08;0;0;0;0,54;3,25;5,81;1,63;0;0;0;0;3,25;0;0;0;0,28;0;0;4;2,17;50;0;0;1,63;66,67;1,08;50;0,54;100;0;0,54;100;12,47;34,78;2,17;1,63;0;24,94;0,54;3,25;29,82;92,73;5,42;100;3,8;100;14,1;92,31;27,65;96,08;0,54;0;16,69;8,94;0,07;1,08;0;0;0,54;100;1,08;2,17;100;2,17;75;0,54;100;0,54;1,08;3,25;100;0;;0;;0;0;0;0;;;0,54;;;0;0;0;0;0;0
N. Morgantini;Platense;Lanús;RB;28;250000;2022-12-31;2;167;0;0;0;0,22;19,94;48,65;Argentina;Argentina;direito;175;70;sim;12,4;9,7;61,11;1,62;0;0,54;0,52;0,54;5,93;5,69;0,54;1;0,54;0;0;2,16;0;0;0;0;0;0;0;0;0;0;0;2,16;0;0;0;2,16;0;0;2,69;80;4,31;62,5;0;2,16;1,62;11,86;1,08;1,08;24,25;73,33;9,16;76,47;1,08;100;7,01;61,54;20,48;78,95;1,62;100;17,09;32,87;0,12;0,54;0;0;0;0;0,54;1,08;100;2,16;25;0;0;0,54;0;4,31;62,5;0;;0;;0;0;0;0;;;0,54;;;0;0;0;0;0;0
