Jogador;Equipa;Equipa dentro de um período de tempo seleccionado;Posição;Idade;Valor de mercado;Contrato termina;Partidas jogadas;Minutos jogados:;Golos;Golos esperados;Assistências;Assistências esperadas;Duelos/90;Duelos ganhos, %;Naturalidade;País de nacionalidade;Pé;Altura;Peso;Emprestado;Ações defensivas com êxito/90;Duelos defensivos/90;Duelos defensivos ganhos, %;Duelos aérios/90;Duelos aéreos ganhos, %;Cortes/90;Cortes de carrinho ajust. à posse;Remates intercetados/90;Interseções/90;Interceções ajust. à posse;Faltas/90;Cartões amarelos;Cartões amarelos/90;Cartões vermelhos;Cartões vermelhos/90;Acções atacantes com sucesso/90;Golos/90;Golos sem ser por penálti;Golos sem ser por penálti/90;Golos esperados/90;Golos de cabeça;Golos de cabeça/90;Remate;Remates/90;Remates à baliza, %;Golos marcados, %;Assistências/90;Cruzamentos/90;Cruzamentos certos, %;Cruzamentos do flanco esquerdo/90;Cruzamentos precisos do flanco esquerdo, %;Cruzamentos do flanco direito/90;Cruzamentos precisos do flanco direito, %;Cruzamentos para a área de baliza/90;Dribles/90;Dribles com sucesso, %;Duelos ofensivos/90;Duelos ofensivos ganhos, %;Toques na área/90;Corridas progressivas/90;Acelerações/90;Passes recebidos/90;Passes longos recebidos/90;Faltas sofridas/90;Passes/90;Passes certos, %;Passes para a frente/90;Passes para a frente certos, %;Passes para trás/90;Passes para trás certos, %;Passes laterais/90;Passes laterais certos, %;Passes curtos / médios /90;Passes curtos / médios precisos, %;Passes longos/90;Passes longos certos, %;Comprimento médio de passes, m;Comprimento médio de passes longos, m;Assistências esperadas/90;Assistências para remate/90;Segundas assistências/90;Terceiras assistências/90;Passes inteligentes/90;Passes inteligentes certos, %;Passes chave/90;Passes para terço final/90;Passes certos para terço final, %;Passes para a área de penálti/90;Passes precisos para a área de penálti, %;Passes em profundidade/90;Passes em profundidade certos, %;Receção de passes em profundidade/90;Cruzamentos em profundidade recebidos/90;Passes progressivos/90;Passes progressivos certos, %;Golos sofridos;Golos sofridos/90;Remates sofridos;Remates sofridos/90;Jogos sem sofrer golos;Defesas, %;Golos sofridos esperados ;Golos sofridos esperados/90;Golos expectáveis defendidos;Golos expectáveis defendidos por 90´;Passes para trás recebidos pelo guarda-redes/90;Saídas/90;Duelos aérios/90;Livres/90;Livres directos/90;Pontapés livres directos à baliza, %;Cantos/90;Penaltis marcados;Conversão de penaltis, %
D. Pérez;Arsenal;Godoy Cruz;LB, LWB;33;400000;2022-12-31;9;794;0;0,09;1;0,53;18,48;51,53;Argentina;Argentina;esquerdo;169;65;sim;12,02;7,59;61,19;4,31;50;1,13;1,56;0,11;6,23;8,59;1,47;2;0,23;0;0;2,27;0;0;0;0,01;0;0;3;0,34;33,33;0;0,11;3,74;39,39;3,63;37,5;0;0;0,23;1,25;45,45;3,4;40;0,45;0,57;0,68;23,8;2,27;0,68;37,18;71,65;17,68;67,95;4,19;91,89;11,9;72,38;27,43;80,58;6,01;50,94;21,56;30,68;0,06;0,57;0;0;0,45;25;0,34;5,67;60;3,85;47,06;0,57;0;0,34;1,59;10,88;73,96;0;;0;;0;0;0;0;;;0,23;;;0;0;0;0;0;0
N. Gallardo;Once Caldas;Defensa y Justicia;LB, LCB;24;300000;2023-12-31;9;787;0;0,15;1;0,54;17,38;50;Argentina;Argentina;esquerdo;178;73;sim;9,49;7,32;64,06;2,29;45;0,69;1,15;0,23;4,12;6,92;1,14;3;0,34;0;0;2,29;0;0;0;0,02;0;0;3;0,34;33,33;0;0,11;1,83;25;1,83;25;0;0;0;2,4;61,9;5,15;40;0,91;2,29;0,23;28,93;1,37;0,57;39,34;75;16,47;64,58;5,37;95,74;12,12;77,36;34,31;80;3,32;51,72;19,81;37,43;0,06;0,34;0;0,11;0,57;40;0,23;5,6;65,31;1,72;33,33;0,57;40;0,34;0,34;9,49;66,27;0;;0;;0;0;0;0;;;0,91;;;0;0;0;0,23;0;0
L. Heredia;Estudiantes;Atlético Tucumán;CF, LCMF;26;1000000;2024-12-31;11;787;3;3,57;2;1,1;18,64;41,1;Argentina;Argentina;direito;181;79;sim;6,06;3,2;60,71;4,57;45;0,91;1,24;0,11;3,2;4,35;1,03;1;0,11;0;0;1,72;0,34;3;0,34;0,41;2;0,23;17;1,94;35,29;17,647;0,23;0,69;16,67;0,34;33,33;0,34;0;0,11;1,14;50;5,95;36,54;2,97;0,34;0,11;19,33;1,26;1,26;28,02;84,08;6,06;66,04;6,63;91,38;8,58;94,67;26,3;86,52;1,14;60;16,82;27,65;0,13;1,14;0;0;0,46;75;0,46;4;85,71;0,8;57,14;0,57;60;0,57;0,11;3,66;87,5;0;;0;;0;0;0;0;;;0,23;;;0;0;0;0;1;0
M. López Quintana;Aldosivi;Aldosivi;LCB, RCB;27;325000;;9;786;1;0,34;0;0,07;21,18;60;Paraguay;Paraguay, Chile;direito;184;81;sim;10,53;9,62;66,67;6,87;61,67;1,26;2,19;0,46;2,86;4,97;2,63;5;0,57;2;0,23;0,34;0,11;1;0,11;0,04;1;0,11;4;0,46;25;25;0;0,11;100;0;0;0,11;100;0;0,23;50;0,8;57,14;0,69;0,57;0,11;21,53;0,23;0,23;34,12;85,23;13,74;75,83;1,83;100;16,6;93,79;27,6;87,55;6,41;75;25,56;41,52;0,01;0,23;0;0;0;0;0;6,53;70,18;0,57;20;0,57;60;0,34;0,11;9,39;74,39;0;;0;;0;0;0;0;;;1,26;;;0;0;0;0;0;0
F. Bordagaray;Belgrano;Banfield;LW;35;150000;2022-12-31;12;785;2;0,93;0;0,65;13,53;39,83;Argentina;Argentina;direito;173;75;sim;4,59;3,78;57,58;1,26;0;0,8;0,93;0,11;1,61;1,85;0,57;1;0,11;0;0;1,95;0,23;2;0,23;0,11;1;0,11;9;1,03;55,56;22,222;0;0,8;14,29;0,8;14,29;0;0;0,23;2,41;52,38;5,5;41,67;1,72;2,18;1,61;15,94;2,18;1,38;22,47;81,63;4,01;60;5,96;96,15;7,45;80;20,29;84,75;1,38;75;16,54;25,45;0,07;1,03;0,23;0;0;0;0,11;2,18;78,95;1,61;64,29;0,11;100;0,8;0,11;2,64;69,57;0;;0;;0;0;0;0;;;0,11;;;1,03;0,11;0;0,46;0;0
M. Ortíz;Atlético Tucumán;Atlético Tucumán;RB;28;1100000;2024-12-31;9;785;2;0,86;0;0,26;15,82;55,07;Argentina;Argentina;direito;186;80;sim;10,66;6,65;60,34;1,95;52,94;0,8;1,21;0;5,85;8,84;1,38;1;0,11;1;0,11;2,18;0,23;2;0,23;0,1;1;0,11;9;1,03;33,33;22,222;0;1,61;21,43;0;0;1,61;21,43;0,11;1,83;68,75;3,21;57,14;1,15;0,11;0;18,69;1,49;1,03;31,07;69,37;15,59;61,03;4,01;91,43;7,45;70,77;24,19;76,3;5,5;54,17;20,72;40,58;0,03;0,46;0,11;0;0,34;66,67;0,23;8,03;60;1,83;18,75;0,34;0;0,46;0,23;8,83;68,83;0;;0;;0;0;0;0;;;0,8;;;0;0;0;0;0;0
P. Goltz;Colón;Gimnasia La Plata;RCB;37;250000;;9;783;0;0,33;0;0,04;15,52;68,89;Argentina;Argentina;direito;184;82;sim;9,89;5,17;66,67;5,17;75,56;0,11;0,16;0,8;6,32;8,55;0,69;2;0,23;0;0;0,23;0;0;0;0,04;0;0;1;0,11;0;0;0;0,11;0;0;0;0,11;0;0;0,23;100;1,15;60;0,57;1,15;0,11;24,25;0,46;0,92;42,18;85,29;19,77;77,33;2,99;96,15;16,32;92,25;35,98;90,1;6,09;58,49;23,42;34,17;0;0,23;0;0;0,11;0;0;4,14;66,67;0,23;50;0;0;0,23;0;9,54;67,47;0;;0;;0;0;0;0;;;2,07;;;0;0;0;0;0;0
J. Soraire;Central Córdoba SdE;Arsenal;RCMF;32;325000;2022-12-31;9;779;0;0,18;1;1,1;25,19;41,74;Argentina;Argentina;direito;175;75;sim;8,55;6,59;59,65;3,7;46,88;0,58;0,68;0;4,04;4,77;0,58;1;0,12;0;0;2,2;0;0;0;0,02;0;0;6;0,69;0;0;0,12;1,27;27,27;0,46;25;0,81;28,57;0,12;3,7;43,75;10,17;28,41;0,81;2,08;1,04;32,46;2,43;0,92;45,52;73,1;18,14;59,87;3,58;93,55;18,6;85,09;36,97;80;7,39;45,31;22,21;37,53;0,13;1,27;0,23;0,12;1,73;13,33;0,81;10,4;58,89;3,93;44,12;2,77;20,83;1,62;0,46;11,55;75;0;;0;;0;0;0;0;;;0,23;;;0,69;0,12;0;0,69;0;0
C. Erbes;La Serena;Atlético Tucumán;RCMF;32;500000;2022-12-31;9;779;0;0;0;0,68;19,06;46,67;Argentina;Argentina;direito;171;69;sim;9,36;8,55;50;2,66;47,83;0,69;0,97;0,12;4,39;6,16;2,54;2;0,23;0;0;1,27;0;0;0;0;0;0;0;0;0;0;0;0,12;0;0;0;0,12;0;0,12;1,85;50;4,51;41,03;0,12;1,04;0,12;27,73;0,23;0,81;42,52;86,68;15,94;76,09;5,08;95,45;16,06;95,68;37,89;89,94;4,51;61,54;19,15;31,56;0,08;0,46;0;0;0,92;37,5;0,23;8,32;77,78;2,31;65;1,5;38,46;1,16;0;7,74;85,07;0;;0;;0;0;0;0;;;1,04;;;0,12;0;0;0;0;0
F. Troyansky;Lanús;Unión Santa Fe;CF, LWF, LW;25;1000000;2023-06-30;10;778;3;3,27;1;0,76;23,14;39;Argentina;Argentina;esquerdo;178;77;sim;2,66;3,47;53,33;4,51;51,28;0,12;0,15;0,12;0,69;0,93;1,97;3;0,35;0;0;2,78;0,35;3;0,35;0,38;0;0;25;2,89;40;12;0,12;2,31;15;2,08;16,67;0,23;0;0,23;2,2;52,63;8,91;32,47;4,86;0,81;0,69;12,38;1,97;0,93;19,32;63,47;4,97;48,84;3,59;90,32;6,59;63,16;15,39;73,68;1,85;37,5;23,34;26,77;0,09;0,81;0,12;0;0,58;20;0,46;2,08;50;2,54;27,27;0,81;14,29;0,93;0,35;3,01;57,69;0;;0;;0;0;0;0;;;0;;;0,23;0,12;0;0;0;0
A. Sánchez;Platense;Central Córdoba SdE;GK;35;125000;2023-12-31;8;773;0;0;0;0,13;0,23;100;Argentina;Argentina;direito;188;86;sim;1,86;0,12;100;0,12;100;0;0;0;1,75;2,25;0;1;0,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,27;0,23;0;17,93;83,12;13,39;78,26;0;0;4,54;97,44;8,03;100;9,9;69,41;40,9;53,83;0,01;0,12;0;0;0;0;0;5,01;67,44;0;0;0;0;0;0;7,57;93,85;12;1,4;34;3,96;1;64,71;8,85;1,03;-3,15;-0,367;0;0,82;0,12;;;;0;0;0
L. Rodríguez;Club Tijuana;Estudiantes;RCMF, LCMF, AMF;25;3500000;;9;772;0;0,73;0;0,57;23,2;53,77;Argentina;Argentina;direito;169;66;sim;7,81;6,76;65,52;1,4;41,67;0,47;0,63;0;2,91;3,95;0,93;2;0,23;0;0;4,31;0;0;0;0,09;0;0;13;1,52;30,77;0;0;1,52;30,77;0,58;20;0,93;37,5;0,35;5,01;62,79;10,61;51,65;1,4;2,33;2,1;17,84;0,58;1,98;29,49;79,84;8,28;73,24;4,55;94,87;11,54;82,83;25,41;84,86;2,56;59,09;17,86;29,04;0,07;0,58;0;0;0,58;40;0,35;4,55;71,79;1,87;43,75;0,7;33,33;1,05;0,35;4,78;68,29;0;;0;;0;0;0;0;;;0;;;0;0;0;0,23;0;0
M. Brizuela;Vélez Sarsfield;Vélez Sarsfield;LCB, LB;25;475000;2024-12-31;9;772;1;0,24;0;0,17;15,97;52,55;Argentina;Argentina;esquerdo;182;78;sim;10,03;6,53;53,57;3,73;56,25;0,82;1,32;0,35;5,71;9,25;1,63;2;0,23;0;0;1,52;0,12;1;0,12;0,03;0;0;1;0,12;100;100;0;0,23;50;0,23;50;0;0;0;1,87;62,5;2,68;60,87;0,23;0,7;0,47;40,69;0,58;0,35;56,19;89;25,06;82,79;4,66;100;22,03;94,18;51,76;92,12;4,2;52,78;20,65;39,59;0,02;0,23;0;0;0,12;100;0,23;6,88;83,05;0,82;71,43;0,7;66,67;0,23;0,12;12,71;77,98;0;;0;;0;0;0;0;;;1,63;;;0;0;0;0;0;0
G. Escobar;Ibiza;Colón;LWB, LB;25;700000;2023-06-30;8;765;0;0,76;1;0,47;19,53;52,41;Argentina;Argentina;esquerdo;170;70;sim;13,18;10,24;65,52;1,53;53,85;1,41;1,59;0;5,06;5,71;1,53;3;0,35;0;0;2,12;0;0;0;0,09;0;0;5;0,59;60;0;0,12;2,94;28;2,82;25;0;0;0,12;2;41,18;4,12;37,14;1,06;0,71;1,06;17,88;1,41;0,59;29,29;67,47;11,76;58;4,59;89,74;7,53;68,75;21,41;79,12;4,94;40,48;21,13;28,83;0,06;0,47;0;0,12;0,35;33,33;0,35;4,24;52,78;1,88;37,5;0,47;25;0,24;0,71;6,35;66,67;0;;0;;0;0;0;0;;;0,47;;;0;0;0;0;0;0
N. Briasco;Boca Juniors;Huracán;CF, RW, RWF;26;900000;2025-12-31;9;764;2;1,64;0;2,09;31,69;40,15;Argentina;Argentina, Armenia;direito;186;82;sim;5,07;5,65;56,25;2,59;40,91;0,59;0,75;0,12;1,3;1,65;1,41;3;0,35;0;0;6,01;0,24;2;0,24;0,19;0;0;18;2,12;44,44;11,111;0;5,07;32,56;1,18;30;3,89;33,33;0,47;6,6;51,79;16,14;35,04;3,89;2,12;1,77;9,19;2,47;2,71;19,44;66,67;3,18;59,26;4,48;94,74;7,54;60,94;13,55;79,13;1,06;55,56;19,26;33,71;0,25;1,53;0;0;0,47;0;0,82;1,18;60;3,3;42,86;0,47;25;0,47;1,3;2,47;80,95;0;;0;;0;0;0;0;;;0,12;;;0;0;0;0,12;0;0
G. Suso;Platense;Arsenal;LCB;31;300000;2023-12-31;8;759;0;1,17;0;0;13,28;61,61;Argentina;Argentina;esquerdo;190;85;sim;9,49;5,81;63,27;4,74;72,5;0,36;0,42;1,3;5,45;6,45;1,3;1;0,12;0;0;0,47;0;0;0;0,14;0;0;4;0,47;0;0;0;0,24;0;0,12;0;0;0;0;0,71;66,67;1,42;50;0,71;0,47;0,36;15,77;0;0,24;30,12;77,17;14,47;65,57;1,66;92,86;11,62;87,76;23,83;84,58;6,05;50,98;23,61;38,58;0;0,12;0;0;0,12;0;0;4,39;48,65;0,24;0;0,24;0;0;0,12;8,54;56,94;0;;0;;0;0;0;0;;;1,42;;;0;0;0;0;0;0
N. Colombo;Defensa y Justicia;Estudiantes;LCB;23;1200000;2025-12-31;8;755;0;0,03;0;0;17,64;58,11;Argentina;Argentina;direito;184;78;sim;11,09;6,79;66,67;6,79;50,88;0,48;0,66;0,36;6,08;8,41;1,19;1;0,12;0;0;0,72;0;0;0;0;0;0;1;0,12;0;0;0;0,36;66,67;0,36;66,67;0;0;0;0,72;66,67;1,31;72,73;0,24;1,43;1,19;36,72;0,6;0,48;59,13;84,88;21,93;70,11;2,5;90,48;30,75;95,35;49,47;92,29;9,42;46,84;23,16;43;0;0;0;0,12;0,36;0;0;8,7;56,16;0,83;14,29;0,95;0;0;0,24;10,61;80,9;0;;0;;0;0;0;0;;;1,79;;;0;0;0;0;0;0
C. Corvalán;Unión Santa Fe;Unión Santa Fe;LB, LCB;33;400000;2022-12-31;10;753;0;0,12;1;0,59;14,46;59,5;Argentina;Argentina;esquerdo;178;74;sim;9,44;5,26;72,73;3,59;60;2,03;2,79;0,36;3,59;4,92;1,43;3;0,36;0;0;0,6;0;0;0;0,01;0;0;3;0,36;33,33;0;0,12;0,72;33,33;0,72;33,33;0;0;0,12;0,6;40;1,43;41,67;1,08;0,6;0,24;22,35;0,6;0,84;33,47;83,57;17,45;78,08;2,51;95,24;9,32;93,59;27,49;90,43;5,26;54,55;20,87;30,2;0,07;0,12;0;0,12;0;0;0,12;6,1;76,47;0,84;57,14;0,12;0;0,36;0,24;11,35;78,95;0;;0;;0;0;0;0;;;0,12;;;0;0;0;0;0;0
E. Papa;;Arsenal;LB;40;0;;8;748;0;0;1;0,6;14,68;54,1;Argentina;Argentina, Italy;esquerdo;171;67;sim;10,35;8,78;56,16;2,05;52,94;0,72;0,89;0;4,69;5,79;0,96;1;0,12;0;0;1,56;0;0;0;0;0;0;0;0;0;0;0,12;1,68;42,86;1,68;42,86;0;0;0,12;0,96;75;1,8;60;0,24;0,84;0,72;27,67;2,29;0,48;40,19;78,74;15,52;66,67;4,81;92,5;14,44;88,33;29,84;83,87;8,66;68,06;21,26;34,85;0,07;0,36;0;0,12;0,12;100;0,48;6,14;64,71;2,41;60;0,36;66,67;0,72;0,72;11,19;74,19;0;;0;;0;0;0;0;;;0,12;;;0;0;0;0;0;0
Á. Romero;Cruz Azul;San Lorenzo;CF, LAMF, RW;30;2500000;2022-12-31;8;748;4;2,69;3;0,79;28,4;36,02;Paraguay;Paraguay;direito;176;73;sim;5,53;4,21;54,29;3,49;44,83;0,12;0,17;0;3,13;4,48;0,36;0;0;0;0;4,09;0,48;3;0,36;0,32;1;0,12;17;2,05;52,94;23,529;0,36;3,73;32,26;2,65;31,82;1,08;33,33;0,24;6,14;25,49;16,6;30,43;1,68;2,05;1,08;18,89;2,89;2,77;31,52;66,79;5,66;61,7;6,62;78,18;12,03;63;26,83;72,2;1,08;44,44;16,21;22,8;0,1;0,96;0;0;0,48;50;0,6;2,53;61,9;3,73;35,48;0,6;40;0,6;1,56;3,97;66,67;0;;0;;0;0;0;0;;;0;;;0,96;0,72;83,33;0,48;2;50
L. Janson;Vélez Sarsfield;Vélez Sarsfield;LAMF, LW, AMF;28;5000000;2024-12-31;12;741;3;1,6;1;1,78;20,4;41,07;Argentina;Argentina;direito;171;66;sim;2,91;2,55;47,62;1,58;61,54;0;0;0;1,7;2,92;0,97;0;0;0;0;4,74;0,36;3;0,36;0,19;1;0,12;17;2,06;29,41;17,647;0,12;2,67;27,27;2,43;30;0,12;0;0,24;5,47;55,56;14,09;38,79;2,79;3,28;1,58;27,21;0,97;1,82;36,56;75,75;7,53;56,45;9,47;87,18;13,12;81,48;31,46;81,08;2,55;57,14;18,28;23,71;0,22;1,34;0;0;1,09;33,33;0,61;4,37;69,44;3,4;42,86;1,09;22,22;0,97;0,85;5,1;90,48;0;;0;;0;0;0;0;;;0,12;;;0,12;0;0;0,12;0;0
F. Angileri;Getafe;River Plate;LB;28;3000000;2026-06-30;9;739;0;0,28;1;2,03;21,68;55,06;Argentina;Argentina, Italy;esquerdo;184;84;sim;11,94;8,53;60;5,24;62,79;0,97;1,61;0,12;5,85;9,66;0,97;0;0;0;0;4,38;0;0;0;0,03;0;0;5;0,61;20;0;0,12;5,97;36,73;5,97;36,73;0;0;1,46;2,68;72,73;4,51;54,05;1,1;1,22;0,97;27,89;2,56;0,12;41,65;76,61;12,3;67,33;5,24;95,35;16,81;75,36;31,18;85,16;4,87;67,5;22,08;39,14;0,25;1,34;0,24;0;0,12;100;0,73;6,21;66,67;5,12;40,48;0,37;66,67;0,12;2,19;9,5;79,49;0;;0;;0;0;0;0;;;0,24;;;0,73;0,12;100;1,22;0;0
S. Villa;Boca Juniors;Boca Juniors;LW, RW, RAMF;26;6000000;2024-12-31;10;738;1;1,5;2;1,11;25,98;47,89;Colombia;Colombia;direito;179;71;sim;5,61;4,63;55,26;1,71;35,71;0,24;0,33;0,12;2,8;3,83;0,61;5;0,61;0;0;8,9;0,12;1;0,12;0,18;0;0;20;2,44;45;5;0,24;5,61;26,09;1,34;18,18;4,27;28,57;0,73;11,46;54,26;16,22;49,62;4,15;4,76;2,2;16,34;2,44;1,95;25;69,27;4,39;63,89;5,37;90,91;10;62,2;18,41;86,09;1,1;0;20,2;20,21;0,14;1,1;0;0;0,49;25;0,85;1,22;80;4,76;41,03;0,49;25;0,73;1,34;3,54;79,31;0;;0;;0;0;0;0;;;0,12;;;0,24;0,12;0;0,61;0;0
L. Rodríguez;Colón;Colón;CF, AMF;37;650000;2022-12-31;10;736;5;2,97;0;1,11;15,65;28,13;Argentina;Argentina;direito;168;71;sim;2,57;3,18;53,85;2,69;13,64;0,24;0,29;0,12;0,61;0,74;1,1;5;0,61;0;0;2,69;0,61;4;0,49;0,36;0;0;26;3,18;46,15;19,231;0;0,73;0;0,24;0;0,37;0;0;1,83;40;5,38;20,45;2,45;0,49;0,12;21,4;1,71;0,49;25,92;64,62;9,42;51,95;4,04;78,79;6,6;68,52;21,64;72,88;3,55;27,59;16,81;27,24;0,14;1,22;0;0;1,71;28,57;0,24;4,89;42,5;2,81;26,09;2,69;13,64;1,22;0,24;4,04;69,7;0;;0;;0;0;0;0;;;0;;;0,73;0,49;50;1,35;1;100
E. Ramírez;Gimnasia La Plata;Gimnasia La Plata;CF, AMF;26;1000000;2024-12-31;11;736;3;2,7;0;0,52;18,95;35,48;Argentina;Argentina;direito;170;68;sim;3,42;3,67;43,33;3,67;26,67;0,12;0,17;0;1,71;2,44;0,73;3;0,37;0;0;3,06;0,37;3;0,37;0,33;3;0,37;17;2,08;41,18;17,647;0;1,96;18,75;0,61;20;1,22;10;0,24;3,3;40,74;7,95;29,23;3,18;1,1;0,61;10,76;0,73;1,47;16,02;69,47;3,67;56,67;3,79;90,32;4,89;67,5;13,33;77,06;0,86;57,14;17,5;16,16;0,06;0,61;0;0;0,61;80;0,61;2,69;54,55;1,96;31,25;0,37;33,33;0,49;0,61;2,08;70,59;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
M. Weigandt;Boca Juniors;Gimnasia La Plata;RB;22;1500000;2024-12-31;8;734;1;1,4;0;0,15;23,91;53,33;Argentina;Argentina;direito;175;75;sim;13;9,81;67,5;2,82;43,48;1,1;1,48;0,61;5,27;7,05;1,59;3;0,37;1;0,12;2,08;0,12;1;0,12;0,17;0;0;9;1,1;33,33;11,111;0;1,1;0;0;0;1,1;0;0;3,68;46,67;7,36;46,67;1,96;1,1;1,35;18,51;1,47;1,35;25,63;74,64;9,07;66,22;4,17;82,35;6,87;71,43;20,97;81,87;3,56;55,17;18,44;36,31;0,02;0,12;0;0;0,25;0;0,12;3,8;58,06;1,35;18,18;0,49;25;0,74;0;5,27;72,09;0;;0;;0;0;0;0;;;0,25;;;0;0;0;0;0;0
G. Ferrari;Godoy Cruz;Godoy Cruz;RB;25;1200000;2023-12-31;9;733;0;0,45;0;0,76;19,28;57,32;Argentina;Argentina, Italy;direito;181;76;sim;10,19;7,86;62,5;5,77;63,83;0,98;1,26;0,12;4,3;5,53;2,33;6;0,74;0;0;1,6;0;0;0;0,06;0;0;6;0,74;33,33;0;0;1,35;27,27;0;0;1,35;27,27;0;1,72;57,14;2,46;60;1,23;0,25;0,49;17,44;1,6;0,74;29,84;70,78;13,26;57,41;3,19;100;9,58;75,64;24,68;77,61;4,05;39,39;20,51;35,81;0,09;0,74;0;0;0,12;0;0,49;4,42;47,22;1,47;33,33;0,49;50;0,25;0,37;6,75;58,18;0;;0;;0;0;0;0;;;0,86;;;0;0;0;0;0;0
J. Vieyra;Marathón;Central Córdoba SdE;LW, RW, CF;30;225000;;11;726;1;2,01;0;1,6;21,45;42,77;Argentina;Argentina;direito;175;65;sim;7,44;5,45;63,64;4,09;45,45;0,87;1,02;0;3,1;3,66;0,87;1;0,12;0;0;4,09;0,12;1;0,12;0,25;0;0;29;3,6;34,48;3,448;0;2,48;25;1,61;23,08;0,87;28,57;0,25;4,71;39,47;8,31;31,34;1,98;1,24;0,87;18,84;2,85;0,99;26,03;65,71;8,43;60,29;3,47;85,71;9,42;63,16;21,45;73,41;2,11;35,29;19,07;27,84;0,2;2,23;0;0;0,62;60;0,5;4,34;60;3,84;38,71;0,62;40;0,87;0,62;6,69;74,07;0;;0;;0;0;0;0;;;0;;;2,23;0,74;33,33;4,21;0;0
J. Toledo;Sarmiento;Atlético Tucumán;CF;36;100000;2023-06-30;9;717;2;1,86;2;0,17;29,12;37,93;Argentina;Argentina;esquerdo;190;89;sim;2,38;2,26;33,33;15,44;44,72;0,25;0,38;0,13;1,38;2,08;2,26;2;0,25;1;0,13;2,26;0,25;1;0,13;0,23;0;0;12;1,51;41,67;16,667;0,25;0,5;50;0,25;50;0,25;50;0;1,51;50;7,78;33,87;2,01;0,25;0;12,68;2,51;1,51;18,95;70,2;4,9;51,28;3,14;92;6,53;73,08;16,95;71,85;1,51;58,33;17,42;26,86;0,02;0,38;0;0;1,13;55,56;0,25;3,01;62,5;1,63;38,46;1,13;44,44;0,75;0,25;2,64;85,71;0;;0;;0;0;0;0;;;0;;;0;0;0;0,13;1;100
A. Franco;Atlanta United;Independiente;RCB;25;3000000;2025-12-31;8;716;0;0,1;0;0;17,97;63,64;Argentina;Argentina;direito;183;77;sim;13,07;7,16;73,68;4,27;58,82;0;0;1,01;7,79;9,95;1,13;2;0,25;1;0,13;0,25;0;0;0;0,01;0;0;1;0,13;0;0;0;0;0;0;0;0;0;0;1,01;25;2,77;36,36;0,25;0,5;0,63;19,48;0,13;0,75;37,96;82,45;18,23;69,66;1,38;100;14,58;96,55;32,05;88,63;5,91;48,94;21,49;37,27;0;0;0;0;0,13;0;0;5,15;58,54;0,38;33,33;0,63;0;0,13;0;8,67;69,57;0;;0;;0;0;0;0;;;0,88;;;0;0;0;0;0;0
E. Cardona;Racing Club;Boca Juniors;LW, LAMF, CF;29;3200000;2024-12-31;11;714;4;1,24;4;2,41;23,95;43,16;Colombia;Colombia;direito;182;81;sim;8,19;5,29;57,14;3,91;41,94;0,76;1,08;0,13;4,41;6,33;1,39;4;0,5;0;0;5,55;0,5;4;0,5;0,16;0;0;17;2,14;52,94;23,529;0,5;1,51;50;1,13;44,44;0,38;66,67;0,25;4,79;57,89;12,23;40,21;1,89;1,26;0,63;26,09;0,5;1,13;40,84;77,47;14,75;69,23;6,05;85,42;14,5;88,7;33,78;80,22;5,55;68,18;19,81;35,29;0,3;1,76;0;0;1,76;50;0,76;9,58;73,68;4,16;69,7;1,76;28,57;2,14;0,88;11,97;81,05;0;;0;;0;0;0;0;;;0;;;2,27;0,63;20;3,66;0;0
M. Zárate;Platense;Boca Juniors;CF, AMF;35;400000;2022-12-31;9;713;1;1,67;0;0,54;20,95;37,95;Argentina;Argentina, Chile;direito;175;77;sim;3,03;3,16;64;1,51;33,33;0,13;0,19;0;0,88;1,33;0,88;2;0,25;0;0;3,41;0,13;1;0,13;0,21;0;0;20;2,52;50;5;0;0,5;0;0,38;0;0,13;0;0,13;5,18;41,46;12,5;33,33;2,15;1,77;1,01;20,2;1,14;1,64;28,78;85,09;5,18;73,17;7,19;91,23;10,22;91,36;27,52;86,24;0,88;85,71;13,95;17,6;0,07;0,88;0;0;0,38;0;0,13;3,03;79,17;1,14;77,78;0,25;0;1,14;0;2,02;93,75;0;;0;;0;0;0;0;;;0,13;;;1,01;0,38;33,33;2,15;0;0
E. Méndez;Sarmiento;Arsenal;DMF;33;200000;2022-12-31;9;710;0;0,23;0;0,05;22,31;55,68;Argentina;Argentina;direito;186;82;sim;12,04;10,14;52,5;4,82;84,21;0,63;0,79;0,76;6,08;7,54;3,17;4;0,51;1;0,13;0,13;0;0;0;0,03;0;0;3;0,38;0;0;0;0,13;0;0;0;0,13;0;0;0,76;16,67;3,42;25,93;0,51;0,25;0;23,7;0,13;1,39;41,58;77,74;14,96;69,49;3,68;93,1;17,24;81,62;35,75;81,91;5,7;53,33;20,19;33,78;0,01;0,13;0;0;0,13;0;0;5,2;56,1;0,51;0;0,25;50;0;0;8,24;60;0;;0;;0;0;0;0;;;0,38;;;0;0;0;0;0;0
